Employees.eid  Employees.ename  Employees.salary  Certified.eid  Certified.aid  
163	gjig	1650	163	976	
163	gjig	1650	163	6272	
203	qgby	2128	203	9404	
61	jpvm	4447	61	8498	
61	jpvm	4447	61	2671	
61	jpvm	4447	61	1297	
61	jpvm	4447	61	9345	
61	jpvm	4447	61	9525	
61	jpvm	4447	61	2337	
61	jpvm	4447	61	2817	
61	jpvm	4447	61	3600	
61	jpvm	4447	61	8375	
61	jpvm	4447	61	3202	
61	jpvm	4447	61	7394	
61	jpvm	4447	61	9190	
61	jpvm	4447	61	8656	
61	jpvm	4447	61	3041	
61	jpvm	4447	61	4229	
61	jpvm	4447	61	5611	
61	jpvm	4447	61	8598	
96	bpab	89	96	8973	
96	bpab	89	96	9989	
96	bpab	89	96	1783	
96	bpab	89	96	4579	
96	bpab	89	96	8163	
80	wsls	7731	80	2846	
80	wsls	7731	80	6937	
80	wsls	7731	80	4241	
80	wsls	7731	80	7013	
80	wsls	7731	80	6528	
80	wsls	7731	80	4347	
80	wsls	7731	80	1023	
80	wsls	7731	80	7302	
147	xdsv	4989	147	4950	
213	nctk	3775	213	2889	
127	jntc	4504	127	4157	
37	ibpw	2558	37	4018	
37	ibpw	2558	37	1079	
37	ibpw	2558	37	1243	
37	ibpw	2558	37	2175	
37	ibpw	2558	37	6357	
37	ibpw	2558	37	2827	
37	ibpw	2558	37	3065	
37	ibpw	2558	37	7400	
37	ibpw	2558	37	645	
37	ibpw	2558	37	3000	
163	gjig	1650	163	5458	
61	jpvm	4447	61	1354	
61	jpvm	4447	61	3146	
61	jpvm	4447	61	4968	
61	jpvm	4447	61	3882	
61	jpvm	4447	61	5673	
61	jpvm	4447	61	7916	
61	jpvm	4447	61	6105	
61	jpvm	4447	61	5386	
61	jpvm	4447	61	561	
61	jpvm	4447	61	4704	
61	jpvm	4447	61	7711	
96	bpab	89	96	1066	
96	bpab	89	96	3281	
96	bpab	89	96	8743	
96	bpab	89	96	7282	
96	bpab	89	96	3238	
96	bpab	89	96	1546	
96	bpab	89	96	9850	
96	bpab	89	96	8984	
96	bpab	89	96	2517	
96	bpab	89	96	7234	
96	bpab	89	96	6428	
80	wsls	7731	80	7404	
80	wsls	7731	80	6519	
80	wsls	7731	80	2213	
80	wsls	7731	80	5882	
80	wsls	7731	80	2870	
80	wsls	7731	80	1060	
80	wsls	7731	80	6624	
80	wsls	7731	80	9405	
80	wsls	7731	80	6027	
147	xdsv	4989	147	5433	
147	xdsv	4989	147	7960	
147	xdsv	4989	147	787	
127	jntc	4504	127	7829	
127	jntc	4504	127	3338	
127	jntc	4504	127	17	
127	jntc	4504	127	3959	
37	ibpw	2558	37	2376	
37	ibpw	2558	37	9514	
37	ibpw	2558	37	221	
37	ibpw	2558	37	8927	
37	ibpw	2558	37	2794	
37	ibpw	2558	37	5247	
37	ibpw	2558	37	3545	
37	ibpw	2558	37	8661	
37	ibpw	2558	37	3092	
37	ibpw	2558	37	5581	
37	ibpw	2558	37	8797	
37	ibpw	2558	37	3434	
37	ibpw	2558	37	4410	
37	ibpw	2558	37	3631	
163	gjig	1650	163	764	
209	wlim	4641	209	4506	
61	jpvm	4447	61	6342	
61	jpvm	4447	61	4632	
61	jpvm	4447	61	4288	
61	jpvm	4447	61	7553	
61	jpvm	4447	61	6751	
61	jpvm	4447	61	8195	
61	jpvm	4447	61	2257	
61	jpvm	4447	61	3541	
61	jpvm	4447	61	1141	
61	jpvm	4447	61	1688	
61	jpvm	4447	61	3456	
61	jpvm	4447	61	6151	
61	jpvm	4447	61	4233	
61	jpvm	4447	61	1976	
96	bpab	89	96	3333	
96	bpab	89	96	4759	
96	bpab	89	96	9540	
96	bpab	89	96	9744	
96	bpab	89	96	6777	
96	bpab	89	96	5398	
96	bpab	89	96	7351	
96	bpab	89	96	5869	
96	bpab	89	96	2425	
96	bpab	89	96	1702	
96	bpab	89	96	3623	
80	wsls	7731	80	8505	
80	wsls	7731	80	1067	
80	wsls	7731	80	5072	
80	wsls	7731	80	940	
80	wsls	7731	80	205	
80	wsls	7731	80	4942	
80	wsls	7731	80	7049	
80	wsls	7731	80	673	
80	wsls	7731	80	8884	
80	wsls	7731	80	350	
80	wsls	7731	80	5596	
80	wsls	7731	80	9611	
80	wsls	7731	80	9664	
80	wsls	7731	80	9756	
147	xdsv	4989	147	1542	
147	xdsv	4989	147	5383	
147	xdsv	4989	147	7418	
127	jntc	4504	127	9709	
127	jntc	4504	127	1978	
127	jntc	4504	127	2010	
127	jntc	4504	127	7607	
127	jntc	4504	127	2467	
37	ibpw	2558	37	335	
37	ibpw	2558	37	4640	
37	ibpw	2558	37	6615	
37	ibpw	2558	37	2686	
37	ibpw	2558	37	2008	
37	ibpw	2558	37	9442	
37	ibpw	2558	37	6525	
37	ibpw	2558	37	4716	
37	ibpw	2558	37	2859	
37	ibpw	2558	37	5425	
61	jpvm	4447	61	5235	
61	jpvm	4447	61	217	
61	jpvm	4447	61	85	
61	jpvm	4447	61	5341	
61	jpvm	4447	61	4849	
61	jpvm	4447	61	5030	
61	jpvm	4447	61	2038	
96	bpab	89	96	9487	
96	bpab	89	96	2313	
96	bpab	89	96	3980	
96	bpab	89	96	7579	
96	bpab	89	96	2343	
96	bpab	89	96	6512	
80	wsls	7731	80	2	
80	wsls	7731	80	9960	
80	wsls	7731	80	7197	
80	wsls	7731	80	1774	
80	wsls	7731	80	9344	
80	wsls	7731	80	3608	
80	wsls	7731	80	5804	
80	wsls	7731	80	7889	
80	wsls	7731	80	4010	
80	wsls	7731	80	5902	
80	wsls	7731	80	4486	
127	jntc	4504	127	9583	
127	jntc	4504	127	7550	
127	jntc	4504	127	7847	
127	jntc	4504	127	8756	
37	ibpw	2558	37	4083	
37	ibpw	2558	37	9876	
37	ibpw	2558	37	6175	
37	ibpw	2558	37	4905	
37	ibpw	2558	37	6832	
37	ibpw	2558	37	140	
37	ibpw	2558	37	8213	
37	ibpw	2558	37	4086	
37	ibpw	2558	37	9616	
37	ibpw	2558	37	3680	
37	ibpw	2558	37	6467	
37	ibpw	2558	37	3855	
37	ibpw	2558	37	6713	
61	jpvm	4447	61	2185	
61	jpvm	4447	61	3593	
61	jpvm	4447	61	4384	
61	jpvm	4447	61	7581	
61	jpvm	4447	61	2914	
61	jpvm	4447	61	6597	
61	jpvm	4447	61	2181	
61	jpvm	4447	61	4473	
61	jpvm	4447	61	3183	
61	jpvm	4447	61	2989	
61	jpvm	4447	61	5971	
61	jpvm	4447	61	4164	
61	jpvm	4447	61	2054	
61	jpvm	4447	61	5483	
96	bpab	89	96	6917	
96	bpab	89	96	4173	
96	bpab	89	96	7412	
96	bpab	89	96	8235	
96	bpab	89	96	3776	
96	bpab	89	96	2427	
96	bpab	89	96	3583	
96	bpab	89	96	1302	
96	bpab	89	96	6888	
96	bpab	89	96	4961	
80	wsls	7731	80	4262	
80	wsls	7731	80	7789	
80	wsls	7731	80	227	
80	wsls	7731	80	4056	
80	wsls	7731	80	4940	
80	wsls	7731	80	2634	
80	wsls	7731	80	2773	
80	wsls	7731	80	296	
80	wsls	7731	80	101	
80	wsls	7731	80	6784	
